"ID","NAME","PARENT_ID","ATTRIBUTE_SET_ID","POSITION","CAT_LEVEL","DISPLAY_ID","IS_MAIN"
"1060506","西北区","10605","0","6","3","1613","0"
"1060332","佛豆玫瑰茶","10603","0","32","3","1558","1"
"1060347","清肾汤","10603","0","47","3","1573","1"
"1060356","桑枝茅根汤","10603","0","56","3","1582","1"
"1060361","银翘散","10603","0","61","3","1587","1"
"1060505","东北区","10605","0","5","3","1612","0"
"1060327","玄参钩藤汤","10603","0","27","3","1553","1"
"1060328","赭决九味汤","10603","0","28","3","1554","1"
"1060330","洋参石斛饮","10603","0","30","3","1556","1"
"1060345","玉露饮","10603","0","45","3","1571","1"
"1060351","红花当归汤","10603","0","51","3","1577","1"
"1060352","血府逐瘀汤","10603","0","52","3","1578","1"
"1060354","养血润肠煎","10603","0","54","3","1580","1"
"1060360","滋阴清热化瘀汤","10603","0","60","3","1586","1"
"1060362","白虎汤","10603","0","62","3","1588","1"
"1011104","1段奶粉","10111","0","4","3","1628","1"
